respondent_id,country,trust_people,trust_fairness,trust_helpfulness,political_interest,political_self_efficacy,trust_parliament,trust_legal,trust_police,trust_politicians,trust_parties,trust_eu_parliament,trust_un,voted_last_election,contacted_politician,volunteered,left_right,life_satisfaction,satisfaction_economy,satisfaction_government,satisfaction_democracy,satisfaction_education,satisfaction_health_sys,reduce_inequality,gay_rights,immigration_same_ethnicity,immigration_diff_ethnicity,immigration_poor_countries,happiness,social_meeting_freq,close_confidants,social_activity,crime_victim,feel_safe_dark,self_rated_health,health_hampered,religious_belonging,born_in_country,felt_depressed,felt_everything_effort,sleep_restless,was_happy,felt_lonely,enjoyed_life,felt_sad,could_not_get_going,risk_taking,leadership_preference,competitiveness,gender,age,urbanization,education_level,employment_relation,occupation_code,income_decile,intagea,intgndr,intlnga,trust_institutions
50812.0,AT,0.1,0.9,0.5,3,7,,0.5,0.7,,,,,1,2,2,0.5,0.8,0.5,,,0.3,0.3,1.5,1.5,0.0,0.3333333333333333,-1.0,0.9,0.5,0.5,3,2,0.6666666666666666,1,3,1,1,1,1,1,4,1,3,1,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,2,71.0,4,3.0,1,3341.0,,,1,GER,0.6
50868.0,AT,0.6,0.3,0.3,4,2,0.5,0.5,0.8,0.2,0.3,0.3,0.5,2,2,2,0.5,0.2,0.7,0.5,0.6,0.8,0.8,0.25,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3,0.8333333333333334,0.5,4,2,1.0,3,3,2,1,2,2,3,2,1,2,2,2,0.5,0.6666666666666666,1.0,2,20.0,4,3.0,1,9329.0,4.0,45.0,2,GER,0.6
50897.0,AT,0.8,0.7,0.8,2,4,0.9,1.0,1.0,0.9,0.9,0.7,0.5,1,2,2,0.6,0.7,0.8,0.9,0.9,0.9,0.9,0.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7,0.8333333333333334,0.3333333333333333,3,2,0.6666666666666666,3,2,1,1,2,2,1,2,2,2,2,1,0.0,0.16666666666666666,0.8333333333333334,2,80.0,4,2.0,1,9333.0,2.0,53.0,1,GER,0.9666666666666667
50910.0,AT,0.5,0.5,0.5,2,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,2,0.4,0.8,0.9,0.8,0.9,0.9,0.9,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8,0.5,0.3333333333333333,3,2,1.0,2,3,1,2,1,2,2,3,3,4,1,1,0.16666666666666666,0.0,0.8333333333333334,2,75.0,3,2.0,1,9412.0,1.0,53.0,1,GER,1.0
50979.0,AT,0.6,0.5,0.5,2,2,0.7,0.8,0.8,0.5,0.5,0.6,0.6,3,2,1,0.4,0.8,0.6,0.6,0.7,,0.6,0.25,0.25,0.3333333333333333,0.0,0.0,0.8,0.6666666666666666,0.16666666666666666,2,2,1.0,2,3,1,2,1,2,1,2,1,3,1,1,0.16666666666666666,0.5,0.8333333333333334,1,51.0,1,5.0,1,7126.0,,75.0,2,GER,0.7666666666666666
50994.0,AT,0.3,0.8,0.8,2,1,0.4,0.4,0.4,0.1,0.1,0.1,0.0,1,2,2,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.7,0.3333333333333333,0.5,2,2,0.3333333333333333,3,1,1,1,1,2,1,2,1,2,1,1,0.3333333333333333,1.0,1.0,2,87.0,1,3.0,1,4120.0,6.0,56.0,2,GER,0.4000000000000001
50995.0,AT,0.6,0.7,0.8,2,3,0.6,0.5,0.7,0.3,0.4,0.1,0.0,1,2,2,0.2,0.8,0.2,0.4,0.6,0.5,0.2,0.25,0.25,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.9,1.0,0.5,3,2,1.0,2,3,2,1,1,1,2,4,1,4,1,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,57.0,4,5.0,1,3139.0,9.0,60.0,2,GER,0.6
51015.0,AT,0.2,0.9,0.1,1,2,0.2,0.2,0.7,0.2,0.2,0.1,0.2,1,1,2,0.6,0.8,0.4,0.2,0.2,0.2,0.2,1.0,0.75,1.0,0.3333333333333333,0.3333333333333333,0.8,0.16666666666666666,0.16666666666666666,2,2,0.6666666666666666,3,2,2,1,1,2,4,2,2,2,1,1,0.3333333333333333,0.16666666666666666,0.8333333333333334,1,76.0,3,3.0,1,3118.0,6.0,49.0,1,GER,0.3666666666666667
51029.0,AT,0.5,0.6,0.6,2,2,0.4,0.6,0.6,0.4,0.5,0.5,0.5,1,2,2,0.6,0.6,0.5,0.4,0.7,0.6,0.7,1.75,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6,0.3333333333333333,0.3333333333333333,3,2,0.3333333333333333,3,3,1,1,2,2,2,2,2,2,2,2,0.5,0.3333333333333333,0.5,1,61.0,1,3.0,1,8322.0,3.0,40.0,2,GER,0.5333333333333333
51042.0,AT,0.6,0.4,0.3,3,2,0.5,0.8,0.8,0.2,0.2,0.7,0.8,2,2,2,0.0,0.7,0.2,0.2,0.5,0.8,0.6,0.25,0.25,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.7,0.5,0.16666666666666666,3,2,1.0,2,3,2,1,1,1,1,3,1,2,1,1,0.16666666666666666,0.16666666666666666,1.0,2,43.0,3,3.0,1,4120.0,,30.0,1,GER,0.7000000000000001
51046.0,AT,0.4,0.4,0.9,3,2,0.7,0.9,0.9,0.2,0.3,0.2,0.3,1,2,2,0.5,0.6,0.6,0.5,0.9,0.8,0.7,0.25,1.0,0.0,0.0,0.0,0.6,0.6666666666666666,0.0,3,2,0.3333333333333333,3,2,1,1,2,2,3,3,2,2,2,3,0.0,0.16666666666666666,0.8333333333333334,2,76.0,3,2.0,3,5223.0,,63.0,2,GER,0.8333333333333334
51086.0,AT,0.8,0.9,1.0,2,4,0.9,1.0,1.0,0.6,0.6,0.6,0.7,1,2,1,0.8,0.8,0.7,0.8,0.7,0.8,0.7,0.5,0.25,0.3333333333333333,0.0,0.3333333333333333,0.8,0.8333333333333334,0.3333333333333333,5,2,1.0,1,3,1,1,2,2,1,4,1,3,2,2,0.6666666666666666,1.0,0.6666666666666666,2,43.0,4,5.0,1,2359.0,9.0,48.0,1,GER,0.9666666666666667
51112.0,AT,0.8,0.7,0.7,2,3,0.5,0.7,0.8,0.5,0.3,0.5,0.5,1,2,2,0.5,0.8,0.6,0.5,0.8,0.8,0.8,0.0,0.25,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.8,0.5,0.5,3,2,0.6666666666666666,2,3,1,1,1,2,1,2,1,2,1,1,0.5,0.6666666666666666,0.8333333333333334,1,51.0,4,3.0,1,7213.0,6.0,72.0,1,GER,0.6666666666666666
51128.0,AT,0.9,0.7,0.7,1,3,0.5,0.8,0.8,0.4,0.4,0.4,0.4,1,1,2,0.3,0.9,0.5,0.2,0.4,0.1,0.8,0.25,0.25,1.0,0.6666666666666666,0.6666666666666666,0.9,0.6666666666666666,0.3333333333333333,4,2,0.6666666666666666,2,3,1,1,1,1,2,4,1,4,1,1,0.5,0.5,0.8333333333333334,1,69.0,1,5.0,2,7421.0,9.0,,1,GER,0.7000000000000001
51136.0,AT,0.7,0.8,0.8,2,3,0.8,0.7,0.7,0.6,0.6,0.6,0.6,1,1,1,0.3,0.9,0.6,0.6,0.6,0.7,0.7,0.0,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9,0.8333333333333334,0.5,3,2,1.0,2,3,1,1,2,2,2,1,1,1,1,1,0.16666666666666666,0.5,0.8333333333333334,2,47.0,4,6.0,1,2635.0,,63.0,1,GER,0.7333333333333334
51181.0,AT,0.3,0.4,0.3,1,2,0.7,0.5,0.5,,,0.7,0.7,1,2,2,0.3,0.8,0.3,0.7,0.9,,0.7,0.5,0.25,0.6666666666666666,0.3333333333333333,0.0,0.7,0.16666666666666666,0.3333333333333333,3,2,0.6666666666666666,3,2,1,1,1,2,2,3,1,3,1,1,0.3333333333333333,0.3333333333333333,1.0,1,89.0,1,3.0,1,7531.0,6.0,46.0,1,GER,0.5666666666666667
51190.0,AT,0.8,0.8,0.7,3,2,0.5,0.8,0.8,0.4,0.4,0.5,0.5,2,2,2,0.5,0.8,0.4,0.4,0.5,0.6,0.8,1.75,0.25,0.3333333333333333,0.0,0.0,0.8,0.5,0.16666666666666666,2,2,1.0,2,3,1,1,1,2,1,3,1,3,1,2,0.0,0.6666666666666666,0.5,1,72.0,3,3.0,1,2221.0,,60.0,2,GER,0.7000000000000001
51191.0,AT,0.9,0.9,0.9,2,3,0.2,1.0,0.0,0.0,0.0,0.6,0.6,2,2,2,0.5,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,1.0,0.3333333333333333,0.0,0.5,0.3333333333333333,0.0,1,2,1.0,3,3,1,1,2,2,2,2,2,2,2,1,0.0,0.6666666666666666,1.0,2,74.0,4,3.0,1,7122.0,6.0,63.0,2,GER,0.39999999999999997
51192.0,AT,0.7,0.7,0.7,2,3,0.4,0.5,0.9,0.2,0.3,0.4,0.6,1,2,1,0.4,1.0,0.3,0.3,0.6,0.6,0.3,0.25,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9,0.6666666666666666,0.5,4,2,0.6666666666666666,1,3,1,1,1,1,2,3,1,3,1,2,0.3333333333333333,0.6666666666666666,0.8333333333333334,2,68.0,4,5.0,1,2221.0,8.0,69.0,1,GER,0.6
51221.0,AT,0.8,0.8,0.8,3,3,0.6,0.8,1.0,0.5,0.5,0.7,1.0,1,2,2,0.4,0.9,0.8,0.7,0.7,0.3,1.0,0.5,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9,0.6666666666666666,0.3333333333333333,3,2,1.0,1,3,2,1,1,1,4,1,4,1,1,1,0.6666666666666666,1.0,1.0,2,36.0,2,5.0,1,4120.0,6.0,,1,GER,0.7999999999999999
51224.0,AT,0.6,0.7,0.7,1,3,0.7,0.7,0.8,0.6,0.7,0.7,0.8,1,1,2,0.6,1.0,0.5,0.7,0.8,0.8,0.8,0.25,0.25,1.0,0.6666666666666666,0.6666666666666666,0.9,0.8333333333333334,0.3333333333333333,4,2,0.6666666666666666,1,3,2,1,1,2,1,3,1,3,1,2,0.5,0.8333333333333334,0.8333333333333334,1,87.0,4,5.0,1,,10.0,76.0,1,GER,0.7333333333333334
51231.0,AT,0.8,0.7,0.7,2,3,0.5,0.6,0.9,0.4,0.5,0.4,0.6,1,2,2,0.5,0.8,0.5,0.5,0.6,0.6,0.7,0.25,0.75,0.6666666666666666,0.6666666666666666,0.0,0.8,0.6666666666666666,0.3333333333333333,3,1,0.6666666666666666,2,2,1,1,1,2,3,3,1,2,1,2,0.16666666666666666,0.3333333333333333,0.8333333333333334,2,74.0,4,2.0,2,6130.0,5.0,69.0,1,GER,0.6666666666666666
51259.0,AT,0.7,0.8,0.7,3,2,0.7,0.8,0.8,0.5,0.5,0.5,0.5,1,2,2,0.3,0.7,0.4,0.6,0.7,0.6,0.8,0.0,1.5,0.6666666666666666,0.6666666666666666,0.0,0.7,1.0,0.5,3,2,1.0,1,3,1,1,1,1,1,3,1,3,1,1,0.5,0.5,0.5,1,24.0,1,3.0,1,5120.0,2.0,45.0,2,GER,0.7666666666666666
51262.0,AT,0.7,0.7,0.8,2,3,0.4,0.6,0.7,0.3,0.2,0.3,0.5,1,2,2,0.5,0.7,0.6,0.4,0.8,0.7,0.8,0.25,0.25,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.7,0.6666666666666666,0.3333333333333333,3,2,0.6666666666666666,3,2,2,1,1,1,1,2,1,2,1,1,0.5,0.5,0.6666666666666666,1,59.0,2,3.0,1,8331.0,6.0,76.0,2,GER,0.5666666666666667
51285.0,AT,0.4,0.5,0.4,4,1,0.3,0.3,0.5,0.1,0.1,0.1,0.1,2,2,2,,0.8,0.5,0.1,0.2,0.5,0.5,0.0,0.25,0.3333333333333333,0.0,0.0,1.0,0.8333333333333334,0.3333333333333333,3,2,1.0,1,3,2,1,1,1,1,3,1,3,1,1,0.5,0.5,0.5,2,21.0,3,4.0,6,,,60.0,2,GER,0.3666666666666667
51322.0,AT,0.5,0.7,0.9,3,2,0.7,1.0,0.6,0.2,0.1,0.7,0.8,2,2,1,1.0,0.8,0.1,0.9,0.5,0.7,0.9,0.25,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8,0.6666666666666666,0.5,2,2,0.6666666666666666,1,3,1,1,1,1,1,3,1,3,1,1,0.6666666666666666,0.8333333333333334,1.0,1,32.0,4,3.0,1,9312.0,7.0,63.0,1,GER,0.7666666666666666
51414.0,AT,0.7,0.8,0.8,3,2,0.4,0.7,0.8,0.2,0.2,0.2,,1,2,2,0.5,0.8,0.3,0.1,0.2,0.5,0.8,0.25,0.25,0.6666666666666666,0.0,0.0,0.8,0.6666666666666666,0.3333333333333333,2,2,1.0,2,3,1,1,1,1,2,3,1,3,1,1,0.16666666666666666,0.5,0.5,2,47.0,1,5.0,1,4416.0,3.0,53.0,1,GER,0.6333333333333334
51440.0,AT,0.4,0.6,0.6,1,2,0.6,0.8,0.8,0.0,0.0,0.4,0.4,1,2,1,0.2,0.8,0.7,0.4,0.4,0.3,0.3,0.25,0.0,1.0,1.0,1.0,0.8,0.5,0.3333333333333333,2,2,1.0,1,3,2,1,1,1,1,4,1,4,2,1,0.6666666666666666,0.6666666666666666,1.0,1,45.0,3,7.0,1,2330.0,9.0,69.0,2,GER,0.7333333333333334
51455.0,AT,0.8,0.7,0.8,2,3,0.6,0.8,0.9,0.5,0.3,0.5,0.6,1,2,2,0.5,0.8,0.6,0.5,0.8,0.7,0.8,0.0,0.25,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.7,0.5,0.5,3,2,0.6666666666666666,2,3,1,1,1,1,2,3,1,2,1,1,0.5,0.5,0.8333333333333334,1,44.0,4,5.0,1,3334.0,8.0,63.0,2,GER,0.7666666666666666
51503.0,AT,0.4,0.5,0.5,2,8,0.6,1.0,0.7,0.5,0.5,0.6,0.6,2,2,2,0.5,0.8,0.7,0.6,0.6,0.8,0.7,0.25,0.25,0.0,0.0,0.0,0.8,0.8333333333333334,0.3333333333333333,4,2,0.3333333333333333,2,3,1,2,1,1,1,3,1,4,1,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,1,68.0,4,3.0,1,7511.0,2.0,54.0,2,GER,0.7666666666666666
51504.0,AT,0.4,0.6,0.4,3,2,0.3,0.3,0.3,0.2,0.2,0.2,,1,2,2,0.7,0.5,0.5,0.3,0.5,0.6,0.6,0.25,0.25,0.6666666666666666,0.3333333333333333,0.0,0.5,1.0,0.5,3,1,0.6666666666666666,2,3,2,1,2,1,1,2,1,2,2,2,0.6666666666666666,0.5,0.6666666666666666,1,20.0,3,3.0,1,9329.0,1.0,65.0,2,GER,0.3
51506.0,AT,0.7,0.6,0.7,1,3,0.6,0.5,0.8,0.4,0.5,0.5,0.6,1,1,1,0.6,1.0,0.4,0.2,0.5,0.6,0.7,0.25,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9,0.5,0.5,3,2,1.0,1,3,1,1,1,1,1,4,1,4,1,1,0.5,0.6666666666666666,1.0,1,33.0,5,5.0,2,6130.0,7.0,76.0,1,GER,0.6333333333333334
51521.0,AT,0.8,0.5,0.7,3,3,0.7,1.0,1.0,0.7,0.7,0.7,0.9,1,2,2,0.2,1.0,0.8,0.6,0.8,1.0,0.9,0.0,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9,0.8333333333333334,0.3333333333333333,3,2,0.6666666666666666,1,3,1,1,1,2,2,4,1,4,1,1,0.5,0.5,0.5,1,27.0,1,3.0,1,5120.0,5.0,43.0,1,GER,0.9
51555.0,AT,0.7,0.7,0.6,3,2,0.4,0.6,0.6,0.2,0.2,0.0,0.2,1,2,2,0.6,0.6,0.2,0.0,0.3,0.5,0.7,0.25,0.25,0.0,0.0,0.0,0.7,0.6666666666666666,0.16666666666666666,3,2,1.0,1,3,1,1,1,1,1,2,1,2,1,2,0.5,0.6666666666666666,1.3333333333333333,1,28.0,3,3.0,1,5120.0,2.0,60.0,2,GER,0.5333333333333333
51578.0,AT,0.5,0.5,0.3,2,2,0.3,0.5,0.5,0.1,0.1,0.1,0.1,1,1,2,0.6,0.8,0.8,0.5,0.5,0.8,0.8,0.75,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9,0.6666666666666666,0.3333333333333333,4,2,1.0,2,3,1,1,2,2,2,3,2,3,2,2,0.6666666666666666,0.6666666666666666,0.8333333333333334,1,73.0,4,3.0,2,1120.0,10.0,72.0,2,GER,0.43333333333333335
51581.0,AT,0.8,0.9,0.7,2,3,0.8,0.9,0.9,0.6,0.5,0.8,0.8,1,1,2,0.2,0.9,0.8,0.8,0.7,0.8,0.9,0.5,0.0,1.0,0.6666666666666666,0.6666666666666666,0.9,0.5,0.5,3,2,1.0,2,3,1,1,1,1,1,4,1,4,1,1,0.3333333333333333,0.5,0.5,1,62.0,1,3.0,1,7421.0,4.0,48.0,2,GER,0.8666666666666667
51596.0,AT,0.8,0.8,0.8,2,2,0.7,0.8,0.9,0.6,0.6,0.6,0.8,1,1,1,0.8,0.9,0.7,0.5,0.7,0.8,0.8,0.25,0.25,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.8,0.8333333333333334,0.3333333333333333,3,2,1.0,2,3,1,1,1,1,1,4,1,3,2,1,0.5,0.5,0.6666666666666666,1,58.0,4,3.0,1,7512.0,6.0,61.0,1,GER,0.7999999999999999
51650.0,AT,0.6,1.0,0.6,3,1,0.4,0.6,0.4,0.1,0.1,0.1,0.1,1,2,1,0.5,1.0,1.0,0.1,0.1,0.1,0.1,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,3,2,0.6666666666666666,1,3,1,1,1,2,1,4,1,4,1,1,0.5,0.16666666666666666,0.5,2,90.0,3,7.0,1,2221.0,,,1,GER,0.4666666666666666
51713.0,AT,0.7,0.7,0.8,3,2,0.4,0.7,0.8,0.5,0.3,0.5,0.6,1,2,2,0.5,0.8,0.6,0.6,0.9,0.8,0.9,0.0,0.25,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.8,0.6666666666666666,0.3333333333333333,3,2,0.6666666666666666,2,3,1,1,1,1,1,3,1,2,1,1,0.5,0.5,0.6666666666666666,1,38.0,3,5.0,1,3139.0,7.0,63.0,2,GER,0.6333333333333334
51719.0,AT,0.2,0.4,0.1,3,1,0.2,0.7,0.7,0.2,0.2,0.2,0.2,1,1,2,0.5,0.6,0.5,0.5,0.5,0.7,0.3,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.16666666666666666,2,2,0.3333333333333333,4,2,1,1,2,2,2,2,2,3,2,3,0.0,0.16666666666666666,0.5,2,85.0,3,2.0,1,9129.0,,63.0,1,GER,0.5333333333333333
51720.0,AT,0.5,0.3,0.3,2,3,0.7,0.7,0.3,0.3,0.3,0.3,0.5,1,1,2,0.4,0.4,0.4,0.2,0.2,0.5,0.5,0.75,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,0.3333333333333333,2,2,1.0,2,3,1,1,2,2,2,2,2,2,2,2,0.0,0.3333333333333333,0.6666666666666666,2,74.0,3,3.0,1,4311.0,7.0,72.0,2,GER,0.5666666666666667
51731.0,AT,0.8,0.8,0.8,2,3,0.6,0.7,0.7,0.5,0.5,0.7,0.8,1,2,2,0.3,0.9,0.6,0.3,0.5,0.5,0.4,0.0,0.0,1.0,1.0,1.0,0.9,0.5,0.5,3,2,1.0,2,3,2,1,1,1,2,4,1,3,1,1,0.16666666666666666,0.5,0.6666666666666666,1,42.0,2,7.0,1,1112.0,9.0,,1,GER,0.6666666666666666
51735.0,AT,0.5,0.5,0.5,2,2,0.8,0.8,0.9,0.3,0.4,0.4,0.2,2,2,2,,0.6,0.4,0.4,0.4,0.5,0.6,0.25,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7,0.3333333333333333,0.16666666666666666,2,1,0.6666666666666666,3,2,2,1,2,2,3,2,3,2,2,1,0.0,0.5,0.5,2,51.0,3,6.0,1,2341.0,3.0,57.0,1,GER,0.8333333333333334
51736.0,AT,0.4,0.5,0.8,2,1,0.5,0.3,0.9,0.1,0.1,0.0,0.3,1,2,1,0.3,0.6,0.3,0.1,0.0,0.3,0.4,0.0,0.0,0.6666666666666666,0.0,0.0,0.6,0.5,0.16666666666666666,2,2,1.0,2,2,1,1,1,2,2,2,1,3,1,1,0.0,0.16666666666666666,0.5,1,76.0,4,3.0,1,4419.0,2.0,57.0,1,GER,0.5666666666666668
51739.0,AT,0.5,,0.6,2,2,0.8,0.9,0.9,0.5,0.5,0.7,0.7,1,2,2,0.5,0.7,0.4,0.3,0.4,0.6,0.8,0.25,0.25,0.3333333333333333,0.0,0.0,0.7,0.6666666666666666,0.5,3,2,0.6666666666666666,2,3,1,1,1,1,2,3,1,2,1,1,0.16666666666666666,0.5,0.8333333333333334,2,70.0,2,3.0,1,4311.0,,59.0,1,GER,0.8666666666666667
51741.0,AT,0.5,0.2,0.5,4,1,0.0,0.7,0.7,0.0,0.0,0.0,0.0,1,2,2,0.7,0.5,0.1,0.0,0.1,0.2,0.1,0.25,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,1,2,0.3333333333333333,3,2,2,1,2,3,4,2,1,3,3,2,0.0,0.5,0.6666666666666666,1,28.0,1,3.0,1,5223.0,1.0,60.0,2,GER,0.4666666666666666
51757.0,AT,0.8,0.9,0.9,3,4,0.9,0.9,1.0,0.7,0.6,0.8,0.5,1,2,1,0.5,1.0,0.4,0.6,0.6,0.8,0.7,0.25,0.25,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,0.6666666666666666,3,2,1.0,1,2,1,1,1,2,1,4,1,4,1,1,0.8333333333333334,0.8333333333333334,0.6666666666666666,1,18.0,4,2.0,1,3115.0,10.0,60.0,2,GER,0.9333333333333332
51766.0,AT,0.3,0.3,0.3,3,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,2,2,2,0.6,0.5,0.0,0.0,0.2,0.3,0.4,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.8333333333333334,0.8333333333333334,2,2,0.6666666666666666,5,1,2,1,1,3,4,4,1,4,1,1,0.5,0.0,1.0,1,64.0,1,3.0,1,9333.0,2.0,40.0,2,GER,0.13333333333333333
51773.0,AT,1.0,0.5,0.4,3,3,0.4,0.3,0.6,0.3,0.5,0.3,0.3,1,2,1,0.5,0.3,0.4,0.6,0.5,0.5,0.5,0.25,0.25,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.7,0.8333333333333334,-0.16666666666666666,1,2,1.0,2,3,1,1,1,1,1,2,2,2,1,1,0.6666666666666666,0.8333333333333334,1.0,1,59.0,3,3.0,1,5112.0,4.0,60.0,2,GER,0.4333333333333333
51780.0,AT,0.6,0.8,0.6,2,3,0.3,0.7,0.0,0.0,0.0,0.2,0.5,1,2,2,0.5,0.9,0.7,0.0,0.0,1.0,1.0,0.25,0.25,1.0,1.0,0.6666666666666666,0.9,0.5,0.16666666666666666,3,2,0.6666666666666666,2,3,1,1,1,1,1,4,1,4,1,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,2,49.0,3,3.0,1,5249.0,8.0,30.0,1,GER,0.3333333333333333
51802.0,AT,0.6,0.9,0.8,2,2,0.5,0.4,0.5,0.4,0.4,0.4,0.4,1,2,2,0.1,0.8,0.8,0.5,0.6,0.4,0.5,0.0,0.25,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.9,0.5,0.5,8,2,0.6666666666666666,1,3,2,1,1,1,1,2,1,2,1,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,70.0,1,5.0,1,7214.0,3.0,56.0,2,GER,0.4666666666666666
51857.0,AT,0.8,0.8,0.8,3,3,0.7,0.9,0.8,0.6,0.6,0.4,0.2,1,2,2,0.6,0.8,0.7,0.5,0.6,0.8,0.7,0.25,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.8,0.8333333333333334,0.5,3,2,0.6666666666666666,3,2,2,1,1,3,2,2,2,2,2,2,0.0,0.3333333333333333,1.0,2,71.0,3,3.0,1,4110.0,2.0,,2,GER,0.8000000000000002
51878.0,AT,0.8,0.8,0.2,1,3,0.7,0.9,0.9,0.5,0.5,0.6,0.6,2,2,2,0.0,0.4,0.7,0.2,0.8,0.7,0.8,0.0,0.0,1.0,1.0,1.0,0.6,0.16666666666666666,0.16666666666666666,2,2,1.0,4,2,2,1,3,2,2,2,3,1,2,3,0.3333333333333333,0.6666666666666666,0.8333333333333334,1,58.0,5,6.0,1,2635.0,1.0,62.0,2,GER,0.8333333333333334
51897.0,AT,0.4,0.8,0.7,2,1,0.1,0.3,0.1,0.1,0.1,0.1,0.0,1,2,1,,0.8,0.3,0.1,0.3,0.6,0.9,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.9,0.5,0.5,8,2,0.6666666666666666,3,1,2,1,2,2,2,3,1,3,2,2,1.0,0.5,1.0,1,83.0,1,3.0,1,1112.0,,56.0,2,GER,0.16666666666666666
51901.0,AT,0.9,0.9,1.0,2,2,0.6,0.8,0.8,0.5,0.5,0.5,0.8,1,1,1,0.5,0.8,0.6,0.8,0.8,0.8,0.8,0.5,0.25,-1.3333333333333333,0.3333333333333333,0.3333333333333333,0.8,0.8333333333333334,0.5,4,2,1.0,2,3,1,1,1,2,1,3,1,3,2,1,0.5,0.6666666666666666,0.8333333333333334,2,74.0,4,6.0,1,2359.0,4.0,,1,GER,0.7333333333333334
51911.0,AT,0.9,0.9,0.9,2,3,0.4,0.8,0.8,,,0.8,0.7,1,1,2,0.2,0.6,0.4,0.4,0.8,0.9,1.0,0.0,0.25,1.0,1.0,1.0,0.5,0.8333333333333334,0.5,3,2,0.6666666666666666,2,2,2,1,1,1,2,2,1,2,2,1,0.0,0.0,1.0,2,86.0,1,7.0,1,2634.0,3.0,52.0,2,GER,0.6666666666666666
51944.0,AT,0.6,0.6,0.6,3,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2,0.5,0.8,0.5,0.6,0.6,0.7,0.7,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7,0.8333333333333334,0.0,2,2,0.6666666666666666,1,3,1,1,1,3,1,1,2,1,2,1,0.0,0.16666666666666666,1.0,2,26.0,4,2.0,1,5141.0,,54.0,2,GER,0.5
51959.0,AT,0.7,0.6,1.0,3,4,0.7,1.0,0.9,0.7,0.8,1.0,0.9,3,2,2,0.5,0.8,0.6,,,1.0,1.0,0.25,0.25,1.0,1.0,0.3333333333333333,0.9,0.6666666666666666,0.16666666666666666,2,2,0.6666666666666666,3,3,1,2,1,1,1,3,1,3,2,1,0.3333333333333333,0.8333333333333334,0.5,1,52.0,3,3.0,1,9312.0,6.0,,1,GER,0.8666666666666667
51961.0,AT,0.6,0.6,0.8,2,2,0.3,0.2,0.3,0.1,0.1,0.0,0.0,1,2,2,0.8,1.0,0.7,0.7,0.7,0.7,0.7,1.0,0.5,0.6666666666666666,0.3333333333333333,0.0,1.0,0.16666666666666666,0.3333333333333333,2,2,0.6666666666666666,1,3,1,1,1,1,1,3,1,3,1,1,0.16666666666666666,0.6666666666666666,0.8333333333333334,1,63.0,1,5.0,1,8350.0,7.0,65.0,2,GER,0.26666666666666666
