condition_key,seeds,wealth_mean,wealth_mean_std,wealth_gini,wealth_gini_std,stress_mean,stress_mean_std,work_rate,work_rate_std,save_rate,save_rate_std,cooperation_rate,cooperation_rate_std
auditable_random_ess_persona,3,85.71666666666665,1.2503332889007408,0.11825346004721353,0.029333825713907344,0.8249999999999998,0.22152877916875716,0.27666666666666667,0.04041451884327381,0.39333333333333337,0.011547005383792521,0.33,0.04358898943540672
grounded_llm_ess_persona,3,87.08333333333333,2.2407216099581264,0.14743325205576494,0.024233744781064014,1.0533333333333335,0.23860706890897723,0.3,0.04358898943540674,0.19333333333333336,0.005773502691896261,0.5066666666666667,0.04618802153517011
grounded_llm_synth_persona,3,91.33333333333333,1.7559422921421233,0.12534215784461722,0.026948580406124203,1.1300000000000001,0.16370705543744896,0.31333333333333335,0.030550504633038916,0.18666666666666668,0.011547005383792528,0.5,0.039999999999999994
pure_llm_ess_persona,3,89.41666666666667,1.0103629710818431,0.08048694135081373,0.005685336524584254,0.9266666666666664,0.11250925887825111,0.32,0.020000000000000018,0.6666666666666666,0.005773502691896279,0.013333333333333334,0.015275252316519466
pure_llm_synth_persona,3,94.0,0.5,0.06300106223447899,0.00899335653815806,1.16,0.05999999999999989,0.36000000000000004,0.010000000000000009,0.64,0.010000000000000009,0.0,0.0
